Group,ID,List,Target,ACC,RT,logRT,Critical_Filler,Word_Nonword,Relation_type,Branching
L2,L2_23,F,tublicize,1,599,6.3953,Filler,Nonword,Phonological,NA
L2,L2_23,F,matherhood,1,995,6.9027,Filler,Nonword,Phonological,NA
L2,L2_23,F,pevelopment,1,841,6.7346,Filler,Nonword,Phonological,NA
L2,L2_23,F,rospitalize,1,710,6.5653,Filler,Nonword,Unrelated,NA
L2,L2_23,F,unmovable,1,1164,7.0596,Critical,Word,Unrelated,Right
L2,L2_23,F,letirement,1,905,6.8079,Filler,Nonword,Unrelated,NA
L2,L2_23,F,supplement,1,714,6.5709,Filler,Word,Phonological,NA
L2,L2_23,F,journelist,0,724,6.5848,Filler,Nonword,Unrelated,NA
L2,L2_23,F,banoshment,1,892,6.7935,Filler,Nonword,Phonological,NA
L2,L2_23,F,recomputable,1,1460,7.2862,Critical,Word,NonConstituent,Left
L2,L2_23,F,darenthood,1,817,6.7056,Filler,Nonword,Phonological,NA
L2,L2_23,F,ungraceful,1,788,6.6695,Critical,Word,Unrelated,Right
L2,L2_23,F,emuivalence,1,850,6.7452,Filler,Nonword,Unrelated,NA
L2,L2_23,F,impediment,0,722,6.5820,Filler,Word,Semantic,NA
L2,L2_23,F,unhappiness,1,1026,6.9334,Critical,Word,NonConstituent,Left
L2,L2_23,F,megulation,1,671,6.5088,Filler,Nonword,Phonological,NA
L2,L2_23,F,unresentful,0,1453,7.2814,Critical,Word,Constituent,Right
L2,L2_23,F,bederalism,1,939,6.8448,Filler,Nonword,Phonological,NA
L2,L2_23,F,resellable,1,1043,6.9499,Critical,Word,Unrelated,Left
L2,L2_23,F,pastionless,1,771,6.6477,Filler,Nonword,Unrelated,NA
L2,L2_23,F,reobtainable,1,866,6.7639,Critical,Word,Constituent,Left
L2,L2_23,F,university,1,654,6.4831,Filler,Word,Semantic,NA
L2,L2_24,A,untouchable,1,891,6.7923,Critical,Word,Constituent,Right
L2,L2_24,A,vechanize,1,1512,7.3212,Filler,Nonword,Phonological,NA
L2,L2_24,A,mitigation,1,1425,7.2619,Filler,Word,Semantic,NA
L2,L2_24,A,termination,1,1266,7.1436,Filler,Word,Semantic,NA
L2,L2_24,A,gresidential,1,913,6.8167,Filler,Nonword,Unrelated,NA
L2,L2_24,A,cegression,1,1181,7.0741,Filler,Nonword,Phonological,NA
L2,L2_24,A,unsharpness,0,0,,Critical,Word,Constituent,Left
L2,L2_24,A,unresentful,1,1254,7.1341,Critical,Word,Unrelated,Right
L2,L2_24,A,merformance,1,961,6.8680,Filler,Nonword,Unrelated,NA
L2,L2_24,A,resealable,1,1058,6.9641,Critical,Word,Unrelated,Left
L2,L2_24,A,gategorical,1,1037,6.9441,Filler,Nonword,Unrelated,NA
L2,L2_24,A,innovakive,1,864,6.7616,Filler,Nonword,Unrelated,NA
L2,L2_24,A,bejection,1,688,6.5338,Filler,Nonword,Unrelated,NA
L2,L2_24,A,embarrassment,1,593,6.3852,Filler,Word,Semantic,NA
L2,L2_24,A,uneventful,1,830,6.7214,Critical,Word,Unrelated,Right
L2,L2_24,A,university,1,593,6.3852,Filler,Word,Semantic,NA
L2,L2_24,A,bictimize,1,635,6.4536,Filler,Nonword,Phonological,NA
L2,L2_24,A,iddustrious,1,685,6.5294,Filler,Nonword,Unrelated,NA
L2,L2_24,A,reterminism,1,870,6.7685,Filler,Nonword,Phonological,NA
L2,L2_24,A,letirement,1,941,6.8469,Filler,Nonword,Unrelated,NA
L2,L2_24,A,tranquallity,1,1259,7.1381,Filler,Nonword,Unrelated,NA
L2,L2_24,A,feltowship,1,1108,7.0103,Filler,Nonword,Phonological,NA
L2,L2_24,A,stewirdship,1,887,6.7878,Filler,Nonword,Unrelated,NA
L2,L2_24,A,ahvertiser,1,886,6.7867,Filler,Nonword,Phonological,NA
L2,L2_24,A,reobtainable,1,1351,7.2086,Critical,Word,NonConstituent,Left
L2,L2_24,A,rumiliation,0,1601,7.3784,Filler,Nonword,Unrelated,NA
L2,L2_24,A,ocservatory,1,757,6.6294,Filler,Nonword,Phonological,NA
L2,L2_24,A,accentuation,0,1198,7.0884,Filler,Word,Semantic,NA
L2,L2_24,A,difficalty,1,1222,7.1082,Filler,Nonword,Unrelated,NA
L2,L2_24,A,lengthwise,0,1032,6.9393,Filler,Nonword,Phonological,NA
L2,L2_24,A,unripeness,0,1415,7.2549,Critical,Word,Unrelated,Left
L2,L2_24,A,shiendship,1,902,6.8046,Filler,Nonword,Phonological,NA
L2,L2_24,A,hontractor,1,809,6.6958,Filler,Nonword,Phonological,NA
L2,L2_24,A,fersistent,1,825,6.7154,Filler,Nonword,Phonological,NA
L2,L2_24,A,megulation,1,596,6.3902,Filler,Nonword,Phonological,NA
L2,L2_24,A,tegislature,1,1007,6.9147,Filler,Nonword,Unrelated,NA
L2,L2_24,A,intentional,1,709,6.5639,Filler,Word,Semantic,NA
L2,L2_24,A,unawareness,1,707,6.5610,Critical,Word,Unrelated,Left
L2,L2_24,A,unmovable,1,1040,6.9470,Critical,Word,Constituent,Right
L2,L2_24,A,unwariness,1,1114,7.0157,Critical,Word,NonConstituent,Left
L2,L2_24,A,ungraceful,1,671,6.5088,Critical,Word,Constituent,Right
L2,L2_24,A,capotalist,1,737,6.6026,Filler,Nonword,Unrelated,NA
L2,L2_24,A,danufacturer,1,783,6.6631,Filler,Nonword,Unrelated,NA
L2,L2_24,A,unthankful,1,844,6.7382,Critical,Word,Unrelated,Right
L2,L2_24,A,crofessional,1,750,6.6201,Filler,Nonword,Unrelated,NA
L2,L2_24,A,entertainer,1,708,6.5624,Filler,Word,Phonological,NA
L2,L2_24,A,nistributor,1,789,6.6708,Filler,Nonword,Unrelated,NA
L2,L2_24,A,gepression,1,566,6.3386,Filler,Nonword,Unrelated,NA
L2,L2_24,A,pastionless,1,805,6.6908,Filler,Nonword,Unrelated,NA
L2,L2_24,A,banoshment,1,649,6.4754,Filler,Nonword,Phonological,NA
L2,L2_24,A,tonfinement,1,713,6.5695,Filler,Nonword,Phonological,NA
L2,L2_24,A,reattachable,1,743,6.6107,Critical,Word,Constituent,Left
L2,L2_24,A,specificity,1,940,6.8459,Filler,Word,Semantic,NA
L2,L2_24,A,unholiness,0,940,6.8459,Critical,Word,Constituent,Left
L2,L2_24,A,unclearness,1,746,6.6147,Critical,Word,Constituent,Left
L2,L2_24,A,rospitalize,1,581,6.3648,Filler,Nonword,Unrelated,NA
L2,L2_24,A,literary,1,850,6.7452,Filler,Word,Phonological,NA
L2,L2_24,A,unbreakable,1,898,6.8002,Critical,Word,Constituent,Right
L2,L2_24,A,pevelopment,1,669,6.5058,Filler,Nonword,Phonological,NA
L2,L2_24,A,emuivalence,1,1500,7.3132,Filler,Nonword,Unrelated,NA
L2,L2_24,A,fisterhood,1,821,6.7105,Filler,Nonword,Unrelated,NA
L2,L2_24,A,megardless,1,788,6.6695,Filler,Nonword,Phonological,NA
L2,L2_24,A,bederalism,1,636,6.4552,Filler,Nonword,Phonological,NA
L2,L2_24,A,rehydratable,1,1327,7.1907,Critical,Word,Constituent,Left
L2,L2_24,A,unkindness,1,886,6.7867,Critical,Word,NonConstituent,Left
L2,L2_24,A,unhappiness,1,697,6.5468,Critical,Word,Unrelated,Left
L2,L2_24,A,elastecity,1,1177,7.0707,Filler,Nonword,Phonological,NA
L2,L2_24,A,adsurdly,1,1551,7.3467,Filler,Nonword,Unrelated,NA
L2,L2_24,A,unreadable,1,965,6.8721,Critical,Word,Unrelated,Right
L2,L2_24,A,readjustable,1,880,6.7799,Critical,Word,Unrelated,Left
L2,L2_24,A,darenthood,1,758,6.6307,Filler,Nonword,Phonological,NA
L2,L2_24,A,hospitality,1,856,6.7523,Filler,Word,Phonological,NA
L2,L2_24,A,unskillful,1,1003,6.9108,Critical,Word,Constituent,Right
L2,L2_24,A,reusable,1,574,6.3526,Critical,Word,NonConstituent,Left
L2,L2_24,A,teasurement,1,684,6.5280,Filler,Nonword,Phonological,NA
L2,L2_24,A,resellable,1,1429,7.2647,Critical,Word,Constituent,Left
L2,L2_24,A,original,1,704,6.5568,Filler,Word,Semantic,NA
L2,L2_24,A,studious,0,739,6.6053,Filler,Word,Phonological,NA
L2,L2_24,A,matherhood,1,1373,7.2248,Filler,Nonword,Phonological,NA
L2,L2_24,A,impediment,1,1532,7.3343,Filler,Word,Semantic,NA
L2,L2_24,A,electricity,1,1214,7.1017,Filler,Word,Phonological,NA
L2,L2_24,A,unavoidable,1,1066,6.9717,Critical,Word,Unrelated,Right
L2,L2_24,A,tublicize,1,769,6.6451,Filler,Nonword,Phonological,NA
L2,L2_24,A,categerize,1,1216,7.1033,Filler,Nonword,Phonological,NA
L2,L2_24,A,veclaration,1,1693,7.4343,Filler,Nonword,Unrelated,NA
L2,L2_24,A,reclosable,0,1719,7.4495,Critical,Word,NonConstituent,Left
L2,L2_24,A,candidacy,0,1355,7.2116,Filler,Word,Phonological,NA
L2,L2_24,A,recomputable,1,1335,7.1967,Critical,Word,Unrelated,Left
L2,L2_24,A,rationalist,1,771,6.6477,Filler,Word,Phonological,NA
L2,L2_24,A,uncleverness,0,1351,7.2086,Critical,Word,NonConstituent,Left
L2,L2_24,A,acceleration,1,696,6.5453,Filler,Word,Semantic,NA
L2,L2_24,A,property,1,748,6.6174,Filler,Word,Phonological,NA
L2,L2_24,A,botherhood,1,1398,7.2428,Filler,Nonword,Phonological,NA
L2,L2_24,A,frosperous,1,1549,7.3454,Filler,Nonword,Phonological,NA
L2,L2_24,A,supplement,1,977,6.8845,Filler,Word,Phonological,NA
L2,L2_24,A,undeniable,1,918,6.8222,Critical,Word,Unrelated,Right
L2,L2_24,A,haturalism,1,894,6.7957,Filler,Nonword,Unrelated,NA
L2,L2_24,A,journelist,1,1319,7.1846,Filler,Nonword,Unrelated,NA
L2,L2_24,A,department,1,630,6.4457,Filler,Word,Phonological,NA
L2,L2_24,A,untruthful,1,684,6.5280,Critical,Word,Constituent,Right
L2,L2_25,B,untouchable,1,850,6.7452,Critical,Word,Constituent,Right
L2,L2_25,B,journelist,0,632,6.4489,Filler,Nonword,Unrelated,NA
L2,L2_25,B,megulation,1,964,6.8711,Filler,Nonword,Phonological,NA
L2,L2_25,B,tegislature,1,855,6.7511,Filler,Nonword,Unrelated,NA
L2,L2_25,B,hontractor,1,702,6.5539,Filler,Nonword,Phonological,NA
L2,L2_25,B,feltowship,1,674,6.5132,Filler,Nonword,Phonological,NA
L2,L2_25,B,tranquallity,0,655,6.4846,Filler,Nonword,Unrelated,NA
L2,L2_25,B,reterminism,1,568,6.3421,Filler,Nonword,Phonological,NA
L2,L2_25,B,specificity,1,649,6.4754,Filler,Word,Semantic,NA
L2,L2_25,B,gategorical,1,789,6.6708,Filler,Nonword,Unrelated,NA
L2,L2_25,B,vechanize,1,570,6.3456,Filler,Nonword,Phonological,NA
L2,L2_25,B,botherhood,1,965,6.8721,Filler,Nonword,Phonological,NA
L2,L2_25,B,matherhood,1,628,6.4425,Filler,Nonword,Phonological,NA
L2,L2_25,B,elastecity,1,682,6.5250,Filler,Nonword,Phonological,NA
L2,L2_25,B,ungraceful,0,486,6.1862,Critical,Word,Constituent,Right
L2,L2_25,B,bictimize,1,421,6.0426,Filler,Nonword,Phonological,NA
L2,L2_25,B,bederalism,1,459,6.1291,Filler,Nonword,Phonological,NA
L2,L2_25,B,unholiness,0,501,6.2166,Critical,Word,NonConstituent,Left
L2,L2_25,B,accentuation,0,594,6.3869,Filler,Word,Semantic,NA
L2,L2_25,B,darenthood,1,642,6.4646,Filler,Nonword,Phonological,NA
L2,L2_25,B,university,1,757,6.6294,Filler,Word,Semantic,NA
L2,L2_25,B,unreadable,1,738,6.6039,Critical,Word,Unrelated,Right
L2,L2_25,B,unawareness,1,637,6.4568,Critical,Word,Constituent,Left
L2,L2_25,B,lengthwise,1,946,6.8522,Filler,Nonword,Phonological,NA
L2,L2_25,B,original,1,767,6.6425,Filler,Word,Semantic,NA
L2,L2_25,B,fersistent,1,701,6.5525,Filler,Nonword,Phonological,NA
L2,L2_25,B,entertainer,1,824,6.7142,Filler,Word,Phonological,NA
L2,L2_25,B,uncleverness,1,727,6.5889,Critical,Word,Unrelated,Left
L2,L2_25,B,frosperous,1,631,6.4473,Filler,Nonword,Phonological,NA
L2,L2_25,B,teasurement,1,600,6.3969,Filler,Nonword,Phonological,NA
L2,L2_25,B,veclaration,1,511,6.2364,Filler,Nonword,Unrelated,NA
L2,L2_25,B,unavoidable,1,622,6.4329,Critical,Word,Unrelated,Right
L2,L2_25,B,unresentful,1,815,6.7032,Critical,Word,Unrelated,Right
L2,L2_25,B,innovakive,1,718,6.5765,Filler,Nonword,Unrelated,NA
L2,L2_25,B,fisterhood,1,563,6.3333,Filler,Nonword,Unrelated,NA
L2,L2_25,B,untruthful,1,632,6.4489,Critical,Word,Constituent,Right
L2,L2_25,B,reobtainable,0,964,6.8711,Critical,Word,Unrelated,Left
L2,L2_25,B,reattachable,1,1258,7.1373,Critical,Word,NonConstituent,Left
L2,L2_25,B,unbreakable,1,726,6.5876,Critical,Word,Constituent,Right
L2,L2_25,B,electricity,1,751,6.6214,Filler,Word,Phonological,NA
L2,L2_25,B,undeniable,1,784,6.6644,Critical,Word,Unrelated,Right
L2,L2_25,B,merformance,1,876,6.7754,Filler,Nonword,Unrelated,NA
L2,L2_25,B,rationalist,1,614,6.4200,Filler,Word,Phonological,NA
L2,L2_25,B,rumiliation,1,498,6.2106,Filler,Nonword,Unrelated,NA
L2,L2_25,B,danufacturer,1,717,6.5751,Filler,Nonword,Unrelated,NA
L2,L2_25,B,rehydratable,1,892,6.7935,Critical,Word,NonConstituent,Left
L2,L2_25,B,acceleration,1,802,6.6871,Filler,Word,Semantic,NA
L2,L2_25,B,unwariness,1,891,6.7923,Critical,Word,Unrelated,Left
L2,L2_25,B,uneventful,1,668,6.5043,Critical,Word,Unrelated,Right
L2,L2_25,B,difficalty,1,1110,7.0121,Filler,Nonword,Unrelated,NA
L2,L2_25,B,resellable,1,1059,6.9651,Critical,Word,NonConstituent,Left
L2,L2_25,B,unmovable,1,1317,7.1831,Critical,Word,Constituent,Right
L2,L2_25,B,department,1,764,6.6386,Filler,Word,Phonological,NA
L2,L2_25,B,ahvertiser,1,756,6.6280,Filler,Nonword,Phonological,NA
L2,L2_25,B,haturalism,1,680,6.5221,Filler,Nonword,Unrelated,NA
L2,L2_25,B,letirement,1,666,6.5013,Filler,Nonword,Unrelated,NA
L2,L2_25,B,gresidential,1,881,6.7811,Filler,Nonword,Unrelated,NA
L2,L2_25,B,rospitalize,1,985,6.8926,Filler,Nonword,Unrelated,NA
L2,L2_25,B,candidacy,1,1033,6.9402,Filler,Word,Phonological,NA
L2,L2_25,B,shiendship,1,635,6.4536,Filler,Nonword,Phonological,NA
L2,L2_25,B,iddustrious,1,681,6.5236,Filler,Nonword,Unrelated,NA
L2,L2_25,B,property,0,922,6.8265,Filler,Word,Phonological,NA
L2,L2_25,B,mitigation,1,827,6.7178,Filler,Word,Semantic,NA
L2,L2_25,B,pastionless,1,1131,7.0309,Filler,Nonword,Unrelated,NA
L2,L2_25,B,recomputable,1,1061,6.9670,Critical,Word,Constituent,Left
L2,L2_25,B,capotalist,1,1060,6.9660,Filler,Nonword,Unrelated,NA
L2,L2_25,B,megardless,1,832,6.7238,Filler,Nonword,Phonological,NA
L2,L2_25,B,intentional,1,638,6.4583,Filler,Word,Semantic,NA
L2,L2_25,B,resealable,1,975,6.8824,Critical,Word,Constituent,Left
L2,L2_25,B,emuivalence,1,923,6.8276,Filler,Nonword,Unrelated,NA
L2,L2_25,B,literary,1,681,6.5236,Filler,Word,Phonological,NA
L2,L2_25,B,hospitality,1,545,6.3008,Filler,Word,Phonological,NA
L2,L2_25,B,tublicize,1,869,6.7673,Filler,Nonword,Phonological,NA
L2,L2_25,B,banoshment,1,706,6.5596,Filler,Nonword,Phonological,NA
L2,L2_25,B,readjustable,1,799,6.6834,Critical,Word,Constituent,Left
L2,L2_25,B,unhappiness,1,884,6.7845,Critical,Word,Constituent,Left
L2,L2_25,B,supplement,1,858,6.7546,Filler,Word,Phonological,NA
L2,L2_25,B,unthankful,1,975,6.8824,Critical,Word,Unrelated,Right
L2,L2_25,B,termination,1,1288,7.1608,Filler,Word,Semantic,NA
L2,L2_25,B,reusable,1,818,6.7069,Critical,Word,Unrelated,Left
L2,L2_25,B,bejection,1,674,6.5132,Filler,Nonword,Unrelated,NA
L2,L2_25,B,impediment,0,718,6.5765,Filler,Word,Semantic,NA
L2,L2_25,B,studious,1,836,6.7286,Filler,Word,Phonological,NA
L2,L2_25,B,unkindness,1,855,6.7511,Critical,Word,Unrelated,Left
L2,L2_25,B,pevelopment,1,657,6.4877,Filler,Nonword,Phonological,NA
L2,L2_25,B,tonfinement,1,821,6.7105,Filler,Nonword,Phonological,NA
L2,L2_25,B,reclosable,1,995,6.9027,Critical,Word,Unrelated,Left
L2,L2_25,B,unsharpness,1,732,6.5958,Critical,Word,NonConstituent,Left
L2,L2_25,B,embarrassment,1,1015,6.9226,Filler,Word,Semantic,NA
L2,L2_25,B,ocservatory,1,1314,7.1808,Filler,Nonword,Phonological,NA
L2,L2_25,B,unripeness,0,1629,7.3957,Critical,Word,Constituent,Left
L2,L2_25,B,nistributor,1,1190,7.0817,Filler,Nonword,Unrelated,NA
L2,L2_25,B,crofessional,1,744,6.6120,Filler,Nonword,Unrelated,NA
L2,L2_25,B,unclearness,1,560,6.3279,Critical,Word,NonConstituent,Left
L2,L2_25,B,gepression,1,576,6.3561,Filler,Nonword,Unrelated,NA
L2,L2_25,B,categerize,0,832,6.7238,Filler,Nonword,Phonological,NA
L2,L2_25,B,stewirdship,1,649,6.4754,Filler,Nonword,Unrelated,NA
L2,L2_25,B,adsurdly,1,641,6.4630,Filler,Nonword,Unrelated,NA
L2,L2_25,B,cegression,1,806,6.6921,Filler,Nonword,Phonological,NA
L2,L2_25,B,unskillful,1,556,6.3208,Critical,Word,Constituent,Right
L2,L2_26,C,uneventful,1,778,6.6567,Critical,Word,Unrelated,Right
L2,L2_26,C,untouchable,1,815,6.7032,Critical,Word,Constituent,Right
L2,L2_26,C,candidacy,0,1094,6.9976,Filler,Word,Phonological,NA
L2,L2_26,C,supplement,1,865,6.7627,Filler,Word,Phonological,NA
L2,L2_26,C,unskillful,1,1001,6.9088,Critical,Word,Constituent,Right
L2,L2_26,C,unavoidable,1,845,6.7393,Critical,Word,Unrelated,Right
L2,L2_26,C,unholiness,0,1174,7.0682,Critical,Word,Unrelated,Left
L2,L2_26,C,innovakive,1,941,6.8469,Filler,Nonword,Unrelated,NA
L2,L2_26,C,ocservatory,1,1134,7.0335,Filler,Nonword,Phonological,NA
L2,L2_26,C,gresidential,1,978,6.8855,Filler,Nonword,Unrelated,NA
L2,L2_26,C,bejection,1,733,6.5971,Filler,Nonword,Unrelated,NA
L2,L2_26,C,intentional,1,700,6.5511,Filler,Word,Semantic,NA
L2,L2_26,C,categerize,1,1031,6.9383,Filler,Nonword,Phonological,NA
L2,L2_26,C,feltowship,1,728,6.5903,Filler,Nonword,Phonological,NA
L2,L2_26,C,rehydratable,0,645,6.4693,Critical,Word,Unrelated,Left
L2,L2_26,C,bictimize,1,572,6.3491,Filler,Nonword,Phonological,NA
L2,L2_26,C,unwariness,0,746,6.6147,Critical,Word,Constituent,Left
L2,L2_26,C,megardless,1,602,6.4003,Filler,Nonword,Phonological,NA
L2,L2_26,C,unsharpness,1,755,6.6267,Critical,Word,Unrelated,Left
L2,L2_26,C,teasurement,1,735,6.5999,Filler,Nonword,Phonological,NA
L2,L2_26,C,university,1,712,6.5681,Filler,Word,Semantic,NA
L2,L2_26,C,reusable,1,734,6.5985,Critical,Word,Constituent,Left
L2,L2_26,C,tegislature,1,636,6.4552,Filler,Nonword,Unrelated,NA
L2,L2_26,C,department,1,526,6.2653,Filler,Word,Phonological,NA
L2,L2_26,C,lengthwise,1,689,6.5352,Filler,Nonword,Phonological,NA
L2,L2_26,C,hontractor,1,426,6.0544,Filler,Nonword,Phonological,NA
L2,L2_26,C,entertainer,0,545,6.3008,Filler,Word,Phonological,NA
L2,L2_26,C,gategorical,1,681,6.5236,Filler,Nonword,Unrelated,NA
L2,L2_26,C,nistributor,1,709,6.5639,Filler,Nonword,Unrelated,NA
L2,L2_26,C,reattachable,0,842,6.7358,Critical,Word,Unrelated,Left
L2,L2_26,C,crofessional,1,672,6.5103,Filler,Nonword,Unrelated,NA
L2,L2_26,C,embarrassment,1,560,6.3279,Filler,Word,Semantic,NA
L2,L2_26,C,hospitality,1,737,6.6026,Filler,Word,Phonological,NA
L2,L2_26,C,frosperous,1,608,6.4102,Filler,Nonword,Phonological,NA
L2,L2_26,C,pevelopment,1,661,6.4938,Filler,Nonword,Phonological,NA
L2,L2_26,C,matherhood,1,780,6.6593,Filler,Nonword,Phonological,NA
L2,L2_26,C,rumiliation,1,818,6.7069,Filler,Nonword,Unrelated,NA
L2,L2_26,C,untruthful,1,623,6.4345,Critical,Word,Constituent,Right
L2,L2_26,C,electricity,1,630,6.4457,Filler,Word,Phonological,NA
L2,L2_26,C,resealable,1,949,6.8554,Critical,Word,NonConstituent,Left
L2,L2_26,C,gepression,1,634,6.4520,Filler,Nonword,Unrelated,NA
L2,L2_26,C,pastionless,1,753,6.6241,Filler,Nonword,Unrelated,NA
L2,L2_26,C,unreadable,1,545,6.3008,Critical,Word,Unrelated,Right
L2,L2_26,C,ungraceful,1,519,6.2519,Critical,Word,Constituent,Right
L2,L2_26,C,stewirdship,1,469,6.1506,Filler,Nonword,Unrelated,NA
L2,L2_26,C,recomputable,0,840,6.7334,Critical,Word,NonConstituent,Left
L2,L2_26,C,unkindness,0,790,6.6720,Critical,Word,Constituent,Left
L2,L2_26,C,veclaration,1,562,6.3315,Filler,Nonword,Unrelated,NA
L2,L2_26,C,property,1,590,6.3801,Filler,Word,Phonological,NA
L2,L2_26,C,megulation,1,515,6.2442,Filler,Nonword,Phonological,NA
L2,L2_26,C,journelist,1,860,6.7569,Filler,Nonword,Unrelated,NA
L2,L2_26,C,studious,0,714,6.5709,Filler,Word,Phonological,NA
L2,L2_26,C,undeniable,1,738,6.6039,Critical,Word,Unrelated,Right
L2,L2_26,C,capotalist,1,614,6.4200,Filler,Nonword,Unrelated,NA
L2,L2_26,C,unbreakable,1,481,6.1759,Critical,Word,Constituent,Right
L2,L2_26,C,shiendship,1,555,6.3190,Filler,Nonword,Phonological,NA
L2,L2_26,C,unripeness,0,679,6.5206,Critical,Word,NonConstituent,Left
L2,L2_26,C,unclearness,1,922,6.8265,Critical,Word,Unrelated,Left
L2,L2_26,C,original,1,647,6.4723,Filler,Word,Semantic,NA
L2,L2_26,C,unawareness,1,601,6.3986,Critical,Word,NonConstituent,Left
L2,L2_26,C,literary,1,635,6.4536,Filler,Word,Phonological,NA
L2,L2_26,C,termination,1,766,6.6412,Filler,Word,Semantic,NA
L2,L2_26,C,difficalty,1,700,6.5511,Filler,Nonword,Unrelated,NA
L2,L2_26,C,ahvertiser,1,658,6.4892,Filler,Nonword,Phonological,NA
L2,L2_26,C,resellable,0,865,6.7627,Critical,Word,Unrelated,Left
L2,L2_26,C,bederalism,1,818,6.7069,Filler,Nonword,Phonological,NA
L2,L2_26,C,uncleverness,0,909,6.8123,Critical,Word,Constituent,Left
L2,L2_26,C,mitigation,0,824,6.7142,Filler,Word,Semantic,NA
L2,L2_26,C,rationalist,1,697,6.5468,Filler,Word,Phonological,NA
L2,L2_26,C,unhappiness,1,699,6.5497,Critical,Word,NonConstituent,Left
L2,L2_26,C,reterminism,1,763,6.6373,Filler,Nonword,Phonological,NA
L2,L2_26,C,tranquallity,1,962,6.8690,Filler,Nonword,Unrelated,NA
L2,L2_26,C,banoshment,1,575,6.3544,Filler,Nonword,Phonological,NA
L2,L2_26,C,reobtainable,1,934,6.8395,Critical,Word,Constituent,Left
L2,L2_26,C,botherhood,0,970,6.8773,Filler,Nonword,Phonological,NA
L2,L2_26,C,unmovable,1,1077,6.9819,Critical,Word,Constituent,Right
L2,L2_26,C,unthankful,1,802,6.6871,Critical,Word,Unrelated,Right
L2,L2_26,C,haturalism,1,674,6.5132,Filler,Nonword,Unrelated,NA
L2,L2_26,C,accentuation,0,670,6.5073,Filler,Word,Semantic,NA
L2,L2_26,C,specificity,1,824,6.7142,Filler,Word,Semantic,NA
L2,L2_26,C,unresentful,1,873,6.7719,Critical,Word,Unrelated,Right
L2,L2_26,C,cegression,1,576,6.3561,Filler,Nonword,Phonological,NA
L2,L2_26,C,adsurdly,1,1408,7.2499,Filler,Nonword,Unrelated,NA
L2,L2_26,C,readjustable,1,847,6.7417,Critical,Word,NonConstituent,Left
L2,L2_26,C,acceleration,1,861,6.7581,Filler,Word,Semantic,NA
L2,L2_26,C,vechanize,1,596,6.3902,Filler,Nonword,Phonological,NA
L2,L2_26,C,iddustrious,1,728,6.5903,Filler,Nonword,Unrelated,NA
L2,L2_26,C,emuivalence,1,907,6.8101,Filler,Nonword,Unrelated,NA
L2,L2_26,C,tublicize,1,761,6.6346,Filler,Nonword,Phonological,NA
L2,L2_26,C,merformance,1,824,6.7142,Filler,Nonword,Unrelated,NA
L2,L2_26,C,reclosable,0,824,6.7142,Critical,Word,Constituent,Left
L2,L2_26,C,fisterhood,1,868,6.7662,Filler,Nonword,Unrelated,NA
L2,L2_26,C,darenthood,1,928,6.8330,Filler,Nonword,Phonological,NA
L2,L2_26,C,elastecity,1,829,6.7202,Filler,Nonword,Phonological,NA
L2,L2_26,C,tonfinement,1,910,6.8134,Filler,Nonword,Phonological,NA
L2,L2_26,C,danufacturer,1,887,6.7878,Filler,Nonword,Unrelated,NA
L2,L2_26,C,rospitalize,1,717,6.5751,Filler,Nonword,Unrelated,NA
L2,L2_26,C,fersistent,1,858,6.7546,Filler,Nonword,Phonological,NA
L2,L2_26,C,impediment,0,853,6.7488,Filler,Word,Semantic,NA
L2,L2_26,C,letirement,1,982,6.8896,Filler,Nonword,Unrelated,NA
L2,L2_27,A,unclearness,1,711,6.5667,Critical,Word,Constituent,Left
L2,L2_27,A,pastionless,1,982,6.8896,Filler,Nonword,Unrelated,NA
L2,L2_27,A,untruthful,1,933,6.8384,Critical,Word,Constituent,Right
L2,L2_27,A,pevelopment,1,761,6.6346,Filler,Nonword,Phonological,NA
L2,L2_27,A,haturalism,1,898,6.8002,Filler,Nonword,Unrelated,NA
L2,L2_27,A,darenthood,1,881,6.7811,Filler,Nonword,Phonological,NA
L2,L2_27,A,danufacturer,1,917,6.8211,Filler,Nonword,Unrelated,NA
L2,L2_27,A,rehydratable,1,1032,6.9393,Critical,Word,Constituent,Left
L2,L2_27,A,ungraceful,1,660,6.4922,Critical,Word,Constituent,Right
L2,L2_27,A,rumiliation,1,935,6.8405,Filler,Nonword,Unrelated,NA
L2,L2_27,A,teasurement,1,826,6.7166,Filler,Nonword,Phonological,NA
L2,L2_27,A,botherhood,1,800,6.6846,Filler,Nonword,Phonological,NA
L2,L2_27,A,tonfinement,1,1069,6.9745,Filler,Nonword,Phonological,NA
L2,L2_27,A,specificity,1,1622,7.3914,Filler,Word,Semantic,NA
L2,L2_27,A,reattachable,1,682,6.5250,Critical,Word,Constituent,Left
L2,L2_27,A,fisterhood,1,883,6.7833,Filler,Nonword,Unrelated,NA
L2,L2_27,A,accentuation,0,1303,7.1724,Filler,Word,Semantic,NA
L2,L2_27,A,gategorical,1,1483,7.3018,Filler,Nonword,Unrelated,NA
L2,L2_27,A,cegression,1,925,6.8298,Filler,Nonword,Phonological,NA
L2,L2_27,A,entertainer,1,1553,7.3479,Filler,Word,Phonological,NA
L2,L2_27,A,rospitalize,1,1293,7.1647,Filler,Nonword,Unrelated,NA
